brands,categories,countries,energy-kcal_100g,fat_100g,nutrition_data,nutrition_data_prepared_per,nutrition_grades,product_name,proteins_100g,fiber_100g,nutrition_data_per,salt_100g,saturated-fat_100g,sugars_100g,nutriments_estimated,serving_quantity,nutrition_data_prepared,no_nutrition_data
KRISPROLLS,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,Pains,Biscottes,Pains grillés,Petits pains grillés,Petit-pain-suedois-sans-sucre,Petit-pain-suedois-sans-sucre,Petit pain grillé suédois sans sucre","France, en:switzerland",400.0,6.6,on,100g,a,KRISPROLLS Complets,13.0,8.3,,1.1,0.9,1.1,"{'alcohol_100g': 0, 'beta-carotene_100g': 4.23307291666667e-06, 'calcium_100g': 0.0242962604166667, 'cholesterol_100g': 3.46354166666665e-06, 'copper_100g': 0.000241627916666667, 'fructose_100g': 0.08515625, 'galactose_100g': 0, 'glucose_100g': 0.0871354166666667, 'iodine_100g': 2.6921875, 'iron_100g': 0.001897840625, 'lactose_100g': 0.08515625, 'magnesium_100g': 0.0629916510416667, 'maltose_100g': 0.897104166666667, 'manganese_100g': 0.00186175052083333, 'pantothenic-acid_100g': 0.000454864583333333, 'phosphorus_100g': 0.19613125, 'phylloquinone_100g': 8.8075, 'polyols_100g': 0, 'potassium_100g': 0.252705510416667, 'selenium_100g': 9.11432291666667e-06, 'starch_100g': 49.9474479166667, 'sucrose_100g': 0.472322916666667, 'vitamin-a_100g': 1.0390625, 'vitamin-b12_100g': 3.36458333333332e-09, 'vitamin-b1_100g': 0.000333625, 'vitamin-b2_100g': 1.41041666666666e-05, 'vitamin-b6_100g': 0.000101291666666667, 'vitamin-b9_100g': 2.85282291666666e-05, 'vitamin-c_100g': 0.000212890625, 'vitamin-d_100g': 1.10703125e-07, 'vitamin-e_100g': 0.00395526145833333, 'vitamin-pp_100g': 0.00022515625, 'water_100g': 10.4864130208333, 'zinc_100g': 0.00168625}",,,
La Boulangère,"Snacks,Breakfasts,Sweet snacks,Sweet pastries and pies,Viennoiseries,Brioches,Pure butter brioche,fr:Brioches tranchées",France,336.0,9.4,on,100g,c,Brioche Tranchée Bio 400g,8.8,3.9,100g,0.95,0.9,13.0,,,,
Coca cola,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Orange-based-beverages","Bulgaria, France, Georgia, Morocco, en:united-states",39.0,0.0,on,100g,e,Cappy PULPY,0.0,,100ml,0.126,0.0,7.0,,,,
alpro,"Pflanzliche Lebensmittel und Getränke,en:Dairy substitutes,Milchersatz,Mandelmilch","Albanie,Autriche,Belgique,Bulgarie,Croatie,Chypre,Estonie,Finlande,France,Allemagne,Grèce,Hongrie,Irlande,Israël,Lettonie,Luxembourg,Maroc,Pays-Bas,Norvège,Pologne,Portugal,La Réunion,Roumanie,Espagne,Suède,Suisse,Royaume-Uni",15.0,1.1,on,100g,b,Geröstete Mandel Ohne Zucker,0.5,0.3,100g,0.15,0.1,0.0,"{'alcohol_100g': 0, 'beta-carotene_100g': 9.2e-08, 'cholesterol_100g': 0, 'copper_100g': 4.0114e-05, 'fructose_100g': 0, 'galactose_100g': 0, 'glucose_100g': 0.00069, 'iron_100g': 0.0001044425, 'lactose_100g': 0, 'magnesium_100g': 0.007431905, 'maltose_100g': 0.00322, 'manganese_100g': 4.319679e-05, 'pantothenic-acid_100g': 7.13e-06, 'phosphorus_100g': 0.011069, 'phylloquinone_100g': 0, 'polyols_100g': 0, 'potassium_100g': 0.015934685, 'selenium_100g': 7.10125e-07, 'sucrose_100g': 0.10258, 'vitamin-a_100g': 0, 'vitamin-b1_100g': 4.37e-06, 'vitamin-b6_100g': 2.76e-06, 'vitamin-b9_100g': 1.127e-06, 'vitamin-c_100g': 0, 'vitamin-pp_100g': 8.05e-05, 'water_100g': 96.0565425, 'zinc_100g': 7.89305e-05}",,,
Alvalle,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Plats préparés, Soupes, Soupes de légumes, Soupes froides, Gaspacho",France,40.0,2.2,on,100g,a,Alvalle Gazpacho l'original,0.9,1.2,100ml,0.62,0.4,3.3,"{'alcohol_100g': 0.0022, 'beta-carotene_100g': 0.000445885669444445, 'calcium_100g': 0.0104966088888889, 'cholesterol_100g': 0.0, 'copper_100g': 3.19627993055556e-05, 'fructose_100g': 1.13338041666667, 'galactose_100g': 0.0, 'glucose_100g': 0.907053083333334, 'iodine_100g': 7.13566944444444e-06, 'iron_100g': 0.000184644882361111, 'lactose_100g': 0.0420583944444445, 'magnesium_100g': 0.0107329622222222, 'maltose_100g': 0.0433669722222222, 'manganese_100g': 7.90216388888889e-05, 'pantothenic-acid_100g': 0.000185568841666667, 'phosphorus_100g': 0.0255407027777778, 'phylloquinone_100g': 8.71301347222222e-06, 'polyols_100g': 0.0903576666666667, 'potassium_100g': 0.205205395555556, 'selenium_100g': 3.66977958333333e-06, 'starch_100g': 0.188671472222222, 'sucrose_100g': 0.134747194444445, 'vitamin-a_100g': 2.445e-07, 'vitamin-b12_100g': 0.0, 'vitamin-b1_100g': 3.53994388888889e-05, 'vitamin-b2_100g': 2.47935888888889e-05, 'vitamin-b6_100g': 0.000150074441666667, 'vitamin-b9_100g': 2.53007794444444e-05, 'vitamin-c_100g': 0.0390072983333333, 'vitamin-d_100g': 6.4388e-08, 'vitamin-e_100g': 0.00119618295833333, 'vitamin-pp_100g': 0.000536261319444445, 'water_100g': 91.1016456444444, 'zinc_100g': 0.000107844466666667}",,,
,Baking powder or raising agent,"Morocco, United States, en:france",183.0,0.0,on,100g,not-applicable,levure pâtisserie,0.0,0.0,100g,0.0,0.0,0.0,,,,
Jacquet,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads,Sliced breads,Wholemeal breads,Wholemeal sliced breads","France,Switzerland",264.0,5.2,on,100g,a,14 Maxi Tranches complet sans sucres ajoutés,8.5,7.5,100g,1.1,0.4,2.9,,,,
,"Dairies, Fermented foods, Fermented milk products, Cheeses, Desserts, Dairy desserts, Fermented dairy desserts, en:cheese-spreads","Morocco, en:france",225.0,24.0,on,100g,d,Goldium crémeux,5.0,0.1,100g,0.32,14.0,3.0,,,,
Ciel,"Boissons, Eaux, Eaux de sources, Eaux minérales, Eaux de table","Italy, Morocco, en:united-states",0.0,0.0,on,100g,a,Ciel 33cl,0.0,,100ml,0.13,0.0,0.0,,,,
La boulangère bio,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Sliced breads,Multigrain sliced breads, Céréales et dérivés, en:Packaged breads",France,310.0,8.6,on,100g,c,Pain de mie Bio grandes tranches céréales & graines 500g,9.2,4.0,100g,1.0,0.9,4.9,"{'alcohol_100g': 0.0062, 'beta-carotene_100g': 3.72430555555556e-06, 'chloride_100g': 0.00105555555555556, 'cholesterol_100g': 6.37583333333333e-05, 'fructose_100g': 0.0623455555555556, 'galactose_100g': 0, 'glucose_100g': 0.100344444444444, 'iodine_100g': 8.0793944444445e-06, 'lactose_100g': 0.0611555555555556, 'maltose_100g': 0.814106666666667, 'pantothenic-acid_100g': 0.00115309, 'phylloquinone_100g': 2.75577777777778e-07, 'polyols_100g': 0, 'sucrose_100g': 4.47803333333333, 'vitamin-b9_100g': 0.000145700555555556, 'vitamin-d_100g': 8.95627777777778e-08, 'vitamin-pp_100g': 0.00355292222222222, 'water_100g': 28.2264485}",,,
WAZA,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Snacks,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Pains,Pains croustillants,Biscotte,Pain croquant","France, Italy, Spain, Switzerland, en:reunion",336.0,1.5,on,100g,a,AUTHENTIQUE,9.0,19.0,100g,1.0,0.4,1.0,"{'beta-carotene_100g': 2.34375e-07, 'fructose_100g': 0.17, 'galactose_100g': 0, 'glucose_100g': 0.191875, 'iodine_100g': 0.0001753125, 'lactose_100g': 0.009375, 'maltose_100g': 0.274375, 'pantothenic-acid_100g': 0.000481875, 'phylloquinone_100g': 3.75e-08, 'polyols_100g': 0, 'sucrose_100g': 1.235, 'vitamin-b12_100g': 3.1875e-08, 'vitamin-b1_100g': 0.0010875, 'vitamin-b2_100g': 9.375e-05, 'vitamin-b6_100g': 0.000400625, 'vitamin-b9_100g': 6.534375e-05, 'vitamin-pp_100g': 0.001734375, 'water_100g': 9.47128125}",,,
Eau minérale naturelle des Montagnes d'Atlas,"Boissons,Eaux,Eaux de sources,Eaux minérales","Morocco, en:france",,,on,100g,a,Ain Atlas,,,100ml,0.0,,,,,,
Wasa,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Snacks,Céréales et pommes de terre,Snacks salés,Amuse-gueules,Céréales et dérivés,Chips et frites,Chips,Pains,Tartines craquantes extrudées,Pains croustillants,Pains croustillants complets,Tartines craquantes grillées","Belgique,France,Guadeloupe,Italie,La Réunion,Espagne,Suisse,MONACO",333.0,5.0,on,100g,a,Fibres,12.0,26.0,100g,1.2,1.0,2.0,"{'alcohol_100g': 0, 'beta-carotene_100g': 2.19533333333333e-06, 'calcium_100g': 0.118952125, 'cholesterol_100g': 0, 'fructose_100g': 0.234401333333333, 'galactose_100g': 0, 'glucose_100g': 0.232265, 'iodine_100g': 2.96895833333332e-05, 'lactose_100g': 0.00154166666666666, 'maltose_100g': 0.039993, 'manganese_100g': 0.00738076666666667, 'pantothenic-acid_100g': 0.000820604166666667, 'phosphorus_100g': 0.62617, 'phylloquinone_100g': 1.10109125e-05, 'polyols_100g': 0, 'potassium_100g': 0.770652208333333, 'selenium_100g': 4.23791666666667e-06, 'starch_100g': 15.2478333333333, 'sucrose_100g': 1.55048333333333, 'vitamin-a_100g': 0, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 0.000326608333333333, 'vitamin-b2_100g': 0.000161075, 'vitamin-b6_100g': 0.0006340625, 'vitamin-b9_100g': 4.32595833333333e-05, 'vitamin-c_100g': 3.85416666666666e-06, 'vitamin-d_100g': 2.00416666666666e-09, 'vitamin-e_100g': 0.00196889166666667, 'vitamin-pp_100g': 0.0059063, 'water_100g': 9.51355791666667}",,,
Rigoni Di Asiago,"Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner,Pâtes à tartiner aux noisettes,Pâtes à tartiner au chocolat,Pâtes à tartiner aux noisettes et au cacao","France, Switzerland, en:reunion",544.0,32.0,on,100g,e,Nocciolata,8.1,3.6,100g,0.12,5.7,51.0,"{'alcohol_100g': 1.06925, 'beta-carotene_100g': 3.5415e-06, 'calcium_100g': 0.189047725, 'cholesterol_100g': 0.001625, 'copper_100g': 0.00058033625, 'fructose_100g': 0.02525, 'galactose_100g': 0.01875, 'glucose_100g': 0.06225, 'iodine_100g': 4.74575e-06, 'iron_100g': 0.0037845925, 'lactose_100g': 6.6625, 'magnesium_100g': 0.07692975, 'maltose_100g': 0.02525, 'manganese_100g': 0.00090201075, 'pantothenic-acid_100g': 0.0007942, 'phosphorus_100g': 0.22923375, 'phylloquinone_100g': 3.9e-07, 'polyols_100g': 0.01625, 'potassium_100g': 0.6299875, 'selenium_100g': 7.3875e-06, 'starch_100g': 0.5858, 'sucrose_100g': 41.07925, 'vitamin-a_100g': 1.21875e-06, 'vitamin-b12_100g': 5.025e-07, 'vitamin-b1_100g': 0.00012344, 'vitamin-b2_100g': 0.0002192275, 'vitamin-b6_100g': 9.22925e-05, 'vitamin-b9_100g': 2.34545e-05, 'vitamin-c_100g': 0.000825, 'vitamin-d_100g': 2.2e-07, 'vitamin-e_100g': 0.010279525, 'vitamin-pp_100g': 0.00031985, 'water_100g': 3.9883, 'zinc_100g': 0.001413375}",,,
Jaouda,"Produits laitiers,Laits,Laits homogénéisés,Laits demi-écrémés,Laits UHT,Laits de vache","Morocco, United States, en:france",45.0,1.5,on,100g,b,Le Lait demi écrémé,3.1,,100ml,0.0,1.0,0.0,,,,
menguy's,"Produits à tartiner,Pâtes à tartiner végétales,Beurres de cacahuètes","France,Réunion",610.0,48.0,on,100g,a,Menguy's Peanut 100%,28.0,7.0,100g,0.05,5.8,6.2,"{'alcohol_100g': 0, 'beta-carotene_100g': 2.5e-06, 'calcium_100g': 0.057, 'cholesterol_100g': 0, 'copper_100g': 0.00046, 'fructose_100g': 0.1, 'galactose_100g': 0, 'glucose_100g': 0.1, 'iodine_100g': 1e-05, 'iron_100g': 0.0016, 'lactose_100g': 0.1, 'magnesium_100g': 0.19, 'maltose_100g': 0.1, 'manganese_100g': 0.0014, 'pantothenic-acid_100g': 0.00176, 'phosphorus_100g': 0.4, 'phylloquinone_100g': 4e-07, 'polyols_100g': 0, 'potassium_100g': 0.7, 'selenium_100g': 3e-05, 'starch_100g': 5, 'sucrose_100g': 5.9, 'vitamin-a_100g': 0, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 0.00043, 'vitamin-b2_100g': 2.4e-05, 'vitamin-b6_100g': 0.0004, 'vitamin-b9_100g': 8.93e-05, 'vitamin-c_100g': 0.00025, 'vitamin-d_100g': 0, 'vitamin-e_100g': 0.00246, 'vitamin-pp_100g': 0.0106, 'water_100g': 2.2, 'zinc_100g': 0.003}",,,
aïn Saiss,"Boissons et préparations de boissons,Boissons,Eaux,Eaux de sources,Eaux minérales,Eaux minérales naturelles","Morocco, en:united-states",,,on,100g,a,,,,100ml,0.002,,,,,,
Bjorg,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Céréales pour petit déjeuner riches en fibres,Pépites de céréales croustillantes,Pépites de céréales au chocolat","France,Maroc,Suisse",433.0,14.0,on,100g,c,Croustillant Chocolat,9.27,10.0,,0.26,3.4,14.0,"{'alcohol_100g': 0, 'beta-carotene_100g': 1.63225446428572e-07, 'calcium_100g': 0.0514740206473214, 'cholesterol_100g': 0.000176138392857143, 'copper_100g': 0.00023391455078125, 'fructose_100g': 0.160718122209822, 'galactose_100g': 0.0112444196428572, 'glucose_100g': 0.137517438616072, 'iodine_100g': 1.01787806919647e-06, 'iron_100g': 0.00270953142438616, 'lactose_100g': 0.0159598214285714, 'magnesium_100g': 0.09, 'maltose_100g': 0.0350345284598215, 'manganese_100g': 0.00272642742047991, 'pantothenic-acid_100g': 0.000721904157366071, 'phosphorus_100g': 0.251159270368304, 'phylloquinone_100g': 1.29466657366071e-06, 'polyols_100g': 0.0141462053571429, 'potassium_100g': 0.243071390206473, 'selenium_100g': 2.45923723493304e-06, 'starch_100g': 40.5005580357143, 'sucrose_100g': 6.95455217633929, 'vitamin-a_100g': 3.046875e-07, 'vitamin-b12_100g': 1.015625e-08, 'vitamin-b1_100g': 0.000237931710379464, 'vitamin-b2_100g': 7.96437639508929e-05, 'vitamin-b6_100g': 8.14742606026786e-05, 'vitamin-b9_100g': 2.311513671875e-05, 'vitamin-c_100g': 1.52797154017858e-05, 'vitamin-d_100g': 6.55078125e-08, 'vitamin-e_100g': 0.00077205078125, 'vitamin-pp_100g': 0.000529873744419643, 'water_100g': 7.16376238141741, 'zinc_100g': 0.00206444419642857}",,,
Barilla,"Condiments,Sauces,Sauces pour pâtes,Sauces Pesto,en:Cooking Sauces,Pestos au basilic","Australia, Belgium, France, Germany, Morocco, Norway, Poland, Serbia, Sweden, Switzerland, Turkey, United Kingdom, United States, en:luxembourg",492.0,47.0,on,100g,e,PESTO alla GENOVESE,4.7,3.0,100g,3.2,5.3,5.0,"{'alcohol_100g': 0, 'beta-carotene_100g': 0.000946014931640625, 'calcium_100g': 0.13683887890625, 'chloride_100g': 0.003585, 'cholesterol_100g': 0.004765, 'copper_100g': 0.0005608705078125, 'fructose_100g': 0.023537109375, 'galactose_100g': 0.09860546875, 'glucose_100g': 0.02352734375, 'iodine_100g': 2.1813359375e-05, 'iron_100g': 0.0024472701171875, 'lactose_100g': 0.017509765625, 'magnesium_100g': 0.06325921875, 'maltose_100g': 0.017509765625, 'manganese_100g': 0.000619481484375, 'pantothenic-acid_100g': 8.01171875e-05, 'phosphorus_100g': 0.1279523046875, 'phylloquinone_100g': 0.0001250094296875, 'polyols_100g': 2.44140625e-05, 'potassium_100g': 0.1963508984375, 'selenium_100g': 6.0042578125e-06, 'sucrose_100g': 1.075037109375, 'vitamin-a_100g': 1.67e-05, 'vitamin-b12_100g': 1.32e-07, 'vitamin-b1_100g': 1.06078125e-05, 'vitamin-b2_100g': 3.584501953125e-05, 'vitamin-b6_100g': 8.2669921875e-05, 'vitamin-b9_100g': 2.1229111328125e-05, 'vitamin-c_100g': 0.0044431884765625, 'vitamin-d_100g': 6.52158203125e-08, 'vitamin-e_100g': 0.02615566015625, 'vitamin-pp_100g': 0.0003318564453125, 'water_100g': 29.27464921875, 'zinc_100g': 0.0012902443359375}",,,
REWE Beste Wahl,"Dairies, Fermented foods, Fermented milk products, Cheeses, fr:121314, fr:Aliments-laitiers, en:melted-cheese","Morocco, en:france",298.0,26.0,on,100g,d,Frommage fondu,7.0,0.0,100g,1.2,16.5,4.0,,,,
Gerblé,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Dry biscuits","Belgium,France,French Polynesia,Germany,Guadeloupe,Martinique,Morocco,Réunion,Switzerland",457.0,17.0,on,100g,b,Pomme Noisette,10.0,5.9,100g,0.01,1.5,11.0,"{'alcohol_100g': 0, 'beta-carotene_100g': 5.8085e-06, 'calcium_100g': 0.0283074, 'cholesterol_100g': 0, 'copper_100g': 0.0003262246, 'fructose_100g': 0.39498, 'galactose_100g': 0.0053, 'glucose_100g': 0.20259, 'iodine_100g': 7.9864e-06, 'iron_100g': 0.0021547, 'lactose_100g': 0.09235, 'magnesium_100g': 0.071951, 'maltose_100g': 0.75279, 'manganese_100g': 0.0025712999, 'pantothenic-acid_100g': 0.000488785, 'phosphorus_100g': 0.22128927, 'phylloquinone_100g': 6.00624e-06, 'polyols_100g': 0.0265, 'potassium_100g': 0.29621398, 'selenium_100g': 8.6953e-06, 'starch_100g': 41.61494, 'sucrose_100g': 8.98268, 'vitamin-a_100g': 0, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 0.000266239, 'vitamin-b2_100g': 1.7121e-05, 'vitamin-b6_100g': 0.000131976, 'vitamin-b9_100g': 2.887955e-05, 'vitamin-c_100g': 0.00096625, 'vitamin-d_100g': 1.0283e-07, 'water_100g': 13.98176, 'zinc_100g': 0.002159538}",,,
,"Non alimentaire, Open Beauty Facts",Maroc,,,,,not-applicable,,,,,,,,,,,
Primevère,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Matières grasses,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner salés,Matières grasses végétales,Matières grasses à tartiner,Margarines,Margarines allégées","Belgique,France,Suisse",485.0,55.0,on,100g,c,Margarine bio doux tartine & cuisson,0.0,0.0,100g,0.4,14.0,0.0,,,,
THE COCA-COLA COMPANY,"Boissons,Eaux,Boissons sans alcool","France, Morocco, United States, en:netherlands",0.0,0.0,on,100g,b,Ciel,0.0,0.0,100ml,0.05,0.0,0.0,,,,
jaouda,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Yaourts","France, Morocco, en:united-states",109.0,3.0,on,100g,a,jaouda Cremy,3.6,,100g,0.0,0.4,2.0,,,,
Gerblé,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,fr:Biscuits au son de blé,fr:Biscuits au son de blé et la figue","Belgium,France,French Polynesia,Martinique,Morocco,Réunion,Switzerland",450.0,18.0,on,100g,b,Figue & son,9.6,14.0,,0.18,1.6,16.0,"{'alcohol_100g': 0, 'beta-carotene_100g': 7.5836e-06, 'calcium_100g': 0.032387075, 'cholesterol_100g': 0, 'copper_100g': 0.0003624678, 'fructose_100g': 0.4668, 'galactose_100g': 0, 'glucose_100g': 0.4586, 'iodine_100g': 6.2788e-06, 'iron_100g': 0.0041409265, 'lactose_100g': 0.0577, 'magnesium_100g': 0.148910735, 'maltose_100g': 0.55214, 'manganese_100g': 0.003820948425, 'pantothenic-acid_100g': 0.00071813, 'phylloquinone_100g': 1.692657e-05, 'polyols_100g': 0.01275, 'potassium_100g': 0.412351715, 'selenium_100g': 8.1675e-06, 'starch_100g': 35.38098, 'sucrose_100g': 10.17046, 'vitamin-a_100g': 0, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 0.0002791425, 'vitamin-b2_100g': 9.8709e-05, 'vitamin-b6_100g': 0.000328869, 'vitamin-b9_100g': 3.67677e-05, 'vitamin-c_100g': 0.00014425, 'vitamin-d_100g': 6.838e-08, 'vitamin-e_100g': 0.00381613, 'vitamin-pp_100g': 0.00436517, 'water_100g': 12.43892, 'zinc_100g': 0.002510379}",,,
Primevère,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner salés, Matières grasses à tartiner, Matières grasses végétales, Margarines, Margarines allégées","Algeria, Côte d'Ivoire, France, Guadeloupe, Martinique, Réunion, Switzerland, en:belgium",495.0,55.0,on,100g,c,Tartine Doux,0.0,,100g,0.4,15.0,0.0,,,,
Danone,"Dairies,Fermented foods,Fermented milk products,Desserts,Dairy desserts,Fermented dairy desserts,Yogurts","Morocco, en:united-states",95.5,2.7,on,100g,c,Assil vanille,3.4,2.0,100g,0.0,1.8,8.0,,,,
Danone,"Boissons et préparations de boissons,Boissons,Eaux,Eaux de sources,Eaux minérales","Morocco, Netherlands, United States, en:france",0.0,0.0,on,100g,a,Ain Saiss Eau Minerale Naturelle,0.0,,100g,0.0,0.0,0.0,,,,
"Centrale, Danone, Jebli","منتجات`الألبان, الأطعمة المخمرة, en:Fermented milk products, en:Spreads, جبن, en:Salted spreads, en:Cheese spreads, en:Cream cheeses","France,Maroc,en:morocco",225.0,19.0,on,100g,d,Jebli,6.5,0.0,100g,0.76,13.0,0.0,,,,
Bonne Maman,"Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads","France, en:belgium",551.0,34.0,on,100g,e,Pâte à tartiner noisettes et cacao,6.7,3.3,100g,0.1,5.2,51.0,,,,
Coca-Cola,"Boissons et préparations de boissons,Boissons,Boissons gazeuses,Boissons édulcorées,Sodas,Boissons light,Boissons sans alcool,Sodas au cola,Sodas light,Sodas au cola light","Belgium, France, Germany, Greece, Hungary, Italy, Serbia, Spain, Switzerland, United Kingdom, United States, en:cyprus",1.0,0.0,on,100g,c,Coke Zero,0.0,0.0,,0.03,0.0,0.0,,,,
Elle & Vire,"Dairies,Fermented foods,Fermented milk products,Cheeses,Cream cheeses,Fromages-à-la-crème,Produits-fermentés,Produits-laitiers-fermentés",France,162.523900573614,0.3,on,100g,b,Carré Frais,16.0,,,1.3,0.2,2.9,"{'alcohol_100g': 0, 'beta-carotene_100g': 6.909e-06, 'cholesterol_100g': 0.0024675, 'copper_100g': 1.2819e-05, 'fiber_100g': 0, 'fructose_100g': 0, 'galactose_100g': 0, 'glucose_100g': 0, 'iodine_100g': 3.60741e-05, 'iron_100g': 3.1495e-05, 'lactose_100g': 4.86591, 'magnesium_100g': 0.011469675, 'maltose_100g': 0, 'manganese_100g': 6.2085e-06, 'pantothenic-acid_100g': 0.00035532, 'phosphorus_100g': 0.097765, 'phylloquinone_100g': 0, 'polyols_100g': 0, 'potassium_100g': 0.15506885, 'selenium_100g': 1.64167e-06, 'starch_100g': 0, 'sucrose_100g': 0, 'vitamin-a_100g': 1.75686e-06, 'vitamin-b12_100g': 4.8363e-07, 'vitamin-b1_100g': 4.2441e-05, 'vitamin-b2_100g': 0.00017766, 'vitamin-b6_100g': 4.3428e-05, 'vitamin-b9_100g': 4.8363e-06, 'vitamin-c_100g': 0.0012831, 'vitamin-d_100g': 7.4025e-08, 'vitamin-e_100g': 8.883e-06, 'vitamin-pp_100g': 9.0804e-05, 'water_100g': 89.6197755, 'zinc_100g': 0.000415112}",,,
la Boulangère,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains de campagne, Pain de mie de campagne",France,1144.0,6.5,on,100g,c,tartine de campagne,8.9,3.9,100g,1.2,0.5,2.6,,,,
lilia,"Plant-based foods and beverages,Dairies,Plant-based foods,Fats,Spreads,Plant-based spreads,Salted spreads,Vegetable fats,Spreadable fats,Animal fats,Dairy spreads,Margarines,Milkfat,Butters","Morocco,United States",675.0,75.0,on,100g,d,,0.1,0.0,100g,0.5,34.0,0.0,,,,
عين سايس,"Boissons et préparations de boissons,Boissons,Eaux,Eaux de sources,Eaux minérales","Morocco, United States, en:france",0.0,0.0,on,100g,a,ain saiss 50cl,0.0,,100g,0.0,0.0,0.0,"{'alcohol_100g': 0, 'beta-carotene_100g': 0, 'calcium_100g': 0.00713, 'cholesterol_100g': 0, 'copper_100g': 1.7e-05, 'fiber_100g': 0, 'fructose_100g': 0, 'galactose_100g': 0, 'glucose_100g': 0, 'iodine_100g': 0, 'iron_100g': 3e-05, 'lactose_100g': 0, 'magnesium_100g': 0.00099, 'maltose_100g': 0, 'manganese_100g': 8.2e-07, 'pantothenic-acid_100g': 0, 'phosphorus_100g': 0, 'phylloquinone_100g': 0, 'polyols_100g': 0, 'potassium_100g': 0.00073, 'selenium_100g': 5e-07, 'starch_100g': 0, 'sucrose_100g': 0, 'vitamin-a_100g': 0, 'vitamin-b12_100g': 0, 'vitamin-b1_100g': 0, 'vitamin-b2_100g': 0, 'vitamin-b6_100g': 0, 'vitamin-b9_100g': 0, 'vitamin-c_100g': 0, 'vitamin-d_100g': 0, 'vitamin-e_100g': 0, 'vitamin-pp_100g': 0, 'water_100g': 100, 'zinc_100g': 1.1e-05}",,,
